Document ID,Rule 3: Credit check,Rule 3 Proof Phrase,Rule 8: Welcome pack,Rule 8 Proof Phrase,Rule 10: Cooling off period,Rule 10 Proof Phrase,Rule 15: Call is recorded,Rule 15 Proof Phrase,Rule 18: Yes,Rule 18 Proof Phrase,Reviewer Comments
POW.001.000105,Identified,Polish up make a credit check on you. A credit check first to parish of criteria. ,Identified,It starts the business day after you've received your welcome back. If you don't receive the pack within 24 hours contact power shop on 1 to 100 146 to double 680 pallets up or handle your personal information in accordance with its privacy policy available at power shop look on you and may share it with us.,Identified,The marketing representative may be paid a fee for the sale of a 10 business day cooling off period during which you can cancel your son up or contacting from up Australia prior to propriety limited 357 in St. Melbourne.,Identified,So before I go on I'll let you know that I'm cause getting recorded for quality and training purposes,Unidentified,,Unable to identify a 'Yes' from customer in response to T&C. All other rules except 18 are satisfied.
POW.001.000106,Identified,They can take the credit check on you where a credit check fails to make Palin shop's criteria. I shopped my cancer this agreement and not proceed with the switch or connection,Identified,it starts the business day after you receive your welcome pack and if you don't receive the pack within 24 hours contact power shop on 1 800 4 6 2 6 light power sure it will handle your personal information in accordance with its privacy policy. Available at power shop can you power shop,Identified,The marketing representative may be paid a fee for this sale and you have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop Australia proprietor Ltd 357 constraint malbin it starts the business day after you receive your welcome pack,Identified,So this call will be recorded for quality and parching curtsies,Identified,"Do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms. Just read which are also on peller shop's Web site.
Yes I do. ",
POW.001.000107,Identified,Available at power shop or compter a shop may also conduct a credit check on you. Check fell from power shocks criteria. Shop may cancel this contract and not proceed with such a connection. You will pay any applicable fees for your collection,Identified,Now it starts the business day after you receive your compact. So if you don't receive the pack within 24 hours contact power palaszczuk on 100 462 double.,Identified,The marketing representative may be paid a fee for the help you have a 10 say cooling off period during which you can cancel your signed up by contacting palencia a proprietary Limited's free five.,Identified,Well I just you know this calls recorded for Katrina relief purposes.,Unidentified,,All rules satisfied except 18. No clear 'Yes' from customer in response to T&C.
POW.001.000108,Identified,So yes kind of like a credit check like just to make sure that this account is a valid account for them.,Identified,Everything I read out to you you will also receive via e-mail. OK. Through the welcome pack that we send you. ,Unidentified,,Unidentified,,Unidentified,,Only two rules are met. Evaluates more to an inquiry than sales.
POW.001.000109,Identified,Power shop may contact a credit check on you were a credit check felt to meet shoppes criteria. Shop may cancel this contract and not proceed with your switch or connection.,Identified,Now it starts the business day after you receive your welcome pack. So if you don't receive the pack within 24 hours contact power shop on one hundred 4 6 2 6 8 power shop will handle your personal information in the corden's with its privacy policy available at how shoptalk come to you and may share it with us,Identified,You do have a 10 percent stay cooling off period during which you can cancel your sign up by contacting power shop Australia proprietary limited 357 Collins Street malbin. Now it starts the business day after you receive your welcome pack.,Unidentified,,Identified,Now do you confirm your over 18 also to enter into this agreement. Understand and accept the terms we have just read to you which are also on pawnshops website as I am doing yes absolutely fantastic.,All rules met except 15(call recording).
POW.001.000110,Identified,If a credit check fail sorry pop shop dot com today you may share it with us.,Identified,Propriety limited 357 contract when it starts with PCs Darfur receives a pack. If you do not receive this within 24 hours please contact shop directly on one hundred forty six to double six eight. If you don't receive your welcome pack within 24 hours contact power shop on one hundred four six to double six. How shop will handle your personal information in accordance to the privacy policy available power shops website,Identified,You understood and consented to this contract an estimated bill will be provided facture made unavailable the microbes that he maybe paid a fee for sale and you do have a timber's estate cooling off period during which you can cancel sign up by contact to shop in Australia,Unidentified,,Unidentified,,All rules except 15 and 18 are met.
POW.001.000111,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Not a sale
POW.001.000112,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Not a sale call
POW.001.000113,Identified,power shop my conduct a credit check on you were a credit check felt to me paragraph's criteria palaszczuk my card for this contract and I proceed with your spiritual connection you find applicable fees for your connection,Identified,after you receive your Welcome back. If you don't have the pack within 24 hours contact power shop on 1 100 4 6 2 6 8.,Identified,You have a 10 business day cooling off period during which you can cancel. You sign up a contact and parish up Australia proprietor limited 357 Collins Street Melbourne it starts the business day after you receive your Welcome back,Unidentified,,Unidentified,,Rule 15 not met. No yes or no confirmation in response to T & C
POW.001.000114,Unidentified,,Unidentified,,Unidentified,,Identified,Before I go on duty I'll let you know that this call is getting recorded for quality and training purposes.,Unidentified,,Does not evaluate to a sale call. 
POW.001.000115,Identified,power shop may conduct a credit check on you were a critic for 20 pages of criteria perish,Identified, If you don't want the pack within 24 hours contact power shop on one hundred 100 462 dollars,Identified,You have a 10 business day cooling off period during which you can cancel your signed up or contact some power to Australia propriety limited 357 con street Melbourne it starts the business day after you received your welcome back,Unidentified,,Identified,Did you confirm you were over 18 authorized to enter into this agreement and understand and accept the terms of a threat. Yes.,All rules except 15 are met.
POW.001.000116,Identified,Available at power shop dot com you may conduct a credit check on you or a credit check. Also we publish criteria parish I may cancel this contract and proceed with your spiritual connection.,Identified,It starts the business day after you receive your welcome back. If you don't receive the pack within 24 hours contact a power shop on one eye 100 for six to double 680 power supply collector use and handle your personal information in accordance with its privacy policy,Identified,he representative may be paid a fee for this so you have a 10 business day cooling off period during which you can cancel your sign up by contacting up Australia proprietor limited 357 concentrate Melbourne. It starts the business day after you receive your welcome back.,Identified,before I go on June I'll let you know that this call is getting recorded for quality and training purposes,Identified,June do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms and conditions of this offer that are also available on the Web site and get a clue from you. June Yes.,All rules are met
POW.001.000117,Unidentified,,Not yet reviewed,,Unidentified,,Unidentified,,Unidentified,,Does not evaluate as a sale call
POW.001.000118,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Does not evaluate as a sale call.
POW.001.000119,Identified,pal shop may conduct a credit check on your credit check fails me pal shops criteria penshoppe make sense of this contract and not proceed with your switchel connection.,Identified,it starts the business day after you receive your welcome back if you don't receive the pack within 24 hours. Contact palace shop on 1 800 4 6 2 6 6 8,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop Australia proprietary Ltd 3 5 7 college free malbin it starts the business day after you receive your welcome back,Identified,Oh before we keep going I have to tell you this call is being recorded for training and coaching purposes,Identified,So now do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms we've just read which are also on power shops Web site. Please respond with yes or no. Yes.,All rules met
POW.001.000120,Identified,o shop may call that credit check on a credit check fails to meet powle shop's criteria. Well shop may cancel this contract are not perceived as such a connection you will pay the applicable fees for your collection.,Identified,Now it starts the business day after you receive your welcome back. So if you don't receive the Within 24 hours contact contacting pal shop on one hundred forty two double six.,Identified,You have a 10 day cooling off period during which you can cancel your father by contacting pal shop Australia proprietary limited 3 5 3 5 7 Coventry Melbourne.,Identified,So before we go ahead with anything I just you know this call is record of the in training purposes.,Identified,Now you confirm you're over 18 authorized to enter into this agreement understand the terms we've just read which are also on pawnshops Web site. Yes,All rules met
POW.001.000121,Identified,So shop may call that credit check on a credit check fails to meet powle shop's criteria. Well shop may cancel this contract are not perceived as such a connection you will pay the applicable fees for your collection.,Identified,business day after you receive your welcome back. So if you don't receive the Within 24 hours contact contacting pal shop on one hundred forty two double six.,Identified,You have a 10 day cooling off period during which you can cancel your father by contacting pal shop Australia proprietary limited 3 5 3 5 7 Coventry Melbourne. Now it starts the business day after you receive your welcome back.,Identified,So before we go ahead with anything I just you know this call is record of the in training purposes,Identified,Now you confirm you're over 18 authorized to enter into this agreement understand the terms we've just read which are also on pawnshops Web site. Yes,All rules met
POW.001.000122,Identified,So shop may call that credit check on a credit check fails to meet powle shop's criteria. Well shop may cancel this contract are not perceived as such a connection you will pay the applicable fees for your collection.,Identified,it starts the business day after you receive your welcome back. So if you don't receive the Within 24 hours contact contacting pal shop on one hundred forty two double six.,Identified,You have a 10 day cooling off period during which you can cancel your father by contacting pal shop Australia proprietary limited 3 5 3 5 7 Coventry Melbourne. Now it starts the business day after you receive your welcome back,Identified,So before we go ahead with anything I just you know this call is record of the in training purposes.,Identified, Now you confirm you're over 18 authorized to enter into this agreement understand the terms we've just read which are also on pawnshops Web site. Yes,All rules met
POW.001.000123,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,"Does not evaluate to a sales call
"
POW.001.000124,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Does not evaluate to a sale call
POW.001.000125,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Doesn't not evaluate to a sales call
POW.001.000126,Identified,Power shop might conduct a credit check on you where a credit check fails to make palafox criteria how a shop may cancel this agreement or not proceed with or connection. You will pay any applicable fees for your connection.,Identified,It stops the business day after you receive your contract and if you don't receive that test within 24 hours contact the power shop on 1 800 4 6 2.,Identified,you have a 10 business day cooling off period during which you can cancel your sign up by contacting palafox Australia for a limited 357 Colin Strait Melbourne,Identified,this call will be recorded for quality and coaching purposes,Identified,How do you confirm you are over a pain authorized to enter into this agreement and understand and accept the terms. Just read which are also on power shop Web site.Yes,All rules met.
POW.001.000127,Unidentified,,Unidentified,,Unidentified,,Identified,So you're close recorded for quality coaching services,Unidentified,,Only rule 15 is met. Does not evaluate to a sale call.
POW.001.000128,Identified,o make it a credit check on you it fails to meet their criteria. Then make a contract I may not see the switchel connection and you pay,Identified,It's a business to have to receive the pack if you do not receive this within 24 hours. Contact power. 1 800 4 6 2 6 8 ,Identified,he may pay to her only to have a 10 percent say cooling off period during which you can cancel your summer by contacting parish up to show limited 357 contract malberg,Identified,I just think you know Kelly the call may be recorded for calling kothari crevasses,Unidentified,,Rule 18 not met. No clear 'yes' or 'no'
POW.001.000129,Identified,The shop may conduct a credit check on credit check sales for me parshall's criteria. Shop may cancel the contract or not proceed with a search of collection,Identified,Now it starts the business day after you see your compact. So if you don't receive the packages in 24 hours contact pound shop on one hundred six chewed up or six,Identified,ou have a 10 hours of cooling off period during which you can cancel your sign up by contacting shop Australia proprietary Ltd 3 5 7 call sheet mountain. Now it starts the business day after you see your compact.,Identified,just that you know the calls recorded for coaching and training purposes,Identified,Now do you confirm you're over 18. Authorized the instance of a scream and understand in simple terms you've just read which are some pawnshops website. Yes,All rules met
POW.001.000130,Identified,Power shop may conduct the credit check on you were a credit check fails to meet those criteria published my cancel this contract and proceed with your switch conviction.,Unidentified,,Identified,You have a 10 business day cooling off period. You can cancel your son up a complex and powertrip up Australia propriety limited 357 Collen street Melbourne,Identified,I'll let you know that this call is cool is getting recorded for quality and training purposes,Identified,Power shop may conduct the credit check on you were a credit check fails to meet those criteria published my cancel this contract and proceed with your switch conviction.,Welcome pack not mentioned. All other rules are met.
POW.001.000131,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000132,Identified,Post up my conduct check on you were a credit check for the purpose of criteria. On my cancel this contract and proceed with your spiritual connection.,Identified,It starts the business day after you receive your welcome back. If you don't receive the packet within 24 hours contact power shop on one at 100 for six to double 680,Identified,you have a 10 business day cooling off period during which you can cancel your sign up or contact from power shop Australia proprietor limited. 357 street Melbourne. It starts the business day after you receive your welcome back,Identified,I'll let you know that this call is being recorded for quality and training purposes.,Identified,Current you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms of which some vows of service I can give you. Yep.,All rules met
POW.001.000133,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000134,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Does not evaluate to a sale call
POW.001.000135,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Does not evaluate to a sale call
POW.001.000136,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Not a sale call
POW.001.000137,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000138,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000139,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000140,Identified,power shop may contact a credit check on you for a credit check fails to meet parshall's criteria. Talk shop may cancel this contract or not proceed with a switch or connection,Identified,Now what does the business say after you receive your welcome back. So if you don't receive the package within 24 hours contact pound shop on a 100 for six to eight,Identified,You have ten business day cooling off period during which you can cancel your sign up by contacting power shop Australia proprietary limited three fourths of income stream malbon,Identified,I'll just let you know it's cause record for teaching and training purposes.,Identified,Now can you confirm you're over 18 authorized to enter into this agreement. Understand and not just foodless how shall we say. Yes.,All rules met.
POW.001.000141,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Not a sale call
POW.001.000142,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Does not evauate as a sale call
POW.001.000143,Unidentified,,Unidentified,,Unidentified,,Not yet reviewed,,Unidentified,,Not a sale call
POW.001.000144,Identified,I shall make conduct a credit check on you where a critic fails to meet the criteria. Set my cancel this contract and proceed with yours which you can explain when applicable fees,Identified,It starts the business day after you receive your welcome back. If you don't reserve the pack within 24 hours contact a shop on one hundred forty six t,Identified,Yeah but 10 business day cooling off period during which you can cancel your son up a conflicting package of Australia prior to a limited 357 called in Melbourne. It starts the business day after you receive your welcome back,Identified,I'll let you know that this call is getting recorded for quality and training purposes,Identified,Similarly you will receive an email from power shop confirming your concession eligibility claim or do you confirm you were over 18 authorized to enter into this agreement and understand and accept the terms of the third which are also felt on his website. Can I get a quick yes from me. Yes,All rules met.
POW.001.000145,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Does not evaluate to a sale call
POW.001.000146,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000147,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Does not evaluate to a sale call
POW.001.000148,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000149,Identified,Shop may conduct a credit check on you where credit check fails to meet power shop's criteria penshoppe may cancel this contract and not proceed with your switch or connection,Identified,It starts the business day after you receive your welcome back. If you don't receive the pack within 24 hours contact power shop on 1 800 4 6 2 6 6 8,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting Pela shop Australia he limited 3 5 7 Collins Street malbin. It starts the business day after you receive your welcome back,Identified,This call is being recorded for training and coaching purposes,Identified,Do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms we've just read which are also on pal shops website. Please respond with yes or no. Yes,All rules met
POW.001.000150,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000151,Identified,You may also conduct a credit check on you for a credit check fails to meet pawnshops criteria,Identified,And the welcome pack will also be emailed through to you as well,Identified,Obviously you have a 10 day cooling off period.,Identified,Look I was just quickly in a court recorded for coaching and training purposes,Unidentified,,
POW.001.000152,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000153,Identified,you pass up make may conduct a credit check on you where a credit check fails me meet pal shops criteria power shop may cancel this contract,Identified,after you receive your welcome back if you don't receive the pack within 24 hours,Identified,You have a 10 day cooling off period during which you can cancel your sign up by contacting power shop ,Identified,This call is being recorded for training and coaching purposes ,Unidentified,,
POW.001.000154,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000155,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000156,Identified,Power shop may conduct a credit check on you where a credit check fails to meet power shop's criteria penshoppe may cancel this contract and not proceed with your search or connection.,Identified,it starts the business day after you receive your welcome pack.,Identified,Now you have a 10 day cooling off period during which you can cancel your sign up by contacting tower shop Australia ,Unidentified,,Identified,Now do you confirm you are over 18 authorized to enter into this agreement and understand and accept the terms. I've just read which are also on pal shops website. Please respond with yes or no. Yes,
POW.001.000157,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,No sale
POW.001.000158,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,No sale
POW.001.000159,Identified,They may conduct a credit check on you for failing to meet their criteria.,Identified,It starts the day after receives a package you don't receive within 24 hours.,Identified,you do have a 10 business day cooling off period during which you can cancel your sun up by contacting power shop.,Identified,I just you know the call may be recorded for quoted coaching purposes.,Identified,So there you are over the edge of 18 authorized agreement understanding that the terms editions which I've just read you in available parachute's website. Yes.,
POW.001.000160,Unidentified,,Unidentified,,Identified,You do get a 10 business day cooling off period with palaszczuk.,Identified,I'll let you know that just cause getting recorded for quality and training purposes only.,Not yet reviewed,,
POW.001.000161,Identified,my conduct for credit check on you ,Identified,It starts the business day after you receive your welcome back and if you don't receive the pack within 24 hours contact power shop,Identified,You do get a 10 business day cooling off period with palaszczuk ,Identified, I'll let you know that this cause getting recorded for quality and training purposes.,Identified,Do you confirm you were over 18 authorized to enter into this agreement and understand and accept the terms of the threat which also show up so I can get a clear from you lawyer. Yeah. ,
POW.001.000162,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000163,Identified,You may conduct a credit to connew or a credit check failed to meet paraiso of criteria.,Identified,It starts the business day after you receive your welcome back.,Identified,You have a 10 business day cooling off period during which you can cancel your sign up or contacting Palus up Australia proprietor limited 357 Collins Street Melbourne.,Identified,I'll let you know that this is getting recorded for quality and training purposes.,Identified,you confirm you have 18 authorized to enter into this agreement and understand and accept the terms and conditions of this offer that are also on our website and get a clear. Really. Yes.,
POW.001.000164,Identified,They may conduct a check on you if you fail to meet their criteria. ,Identified,It does start the business after save the park if you do not receive this within 24 hours.,Identified,you do have a temporary stay cooling off period during which you can get yourself up by contact shop Shirley preparatory Ltd 357 college through Melbourne.,Unidentified,,Identified,I just confirmed that you are of the age of 88 authorizer degree. I understand that the technical issues which I've just read to also available their website with a clear. Yes,
POW.001.000165,Identified,They may conduct a check on you if you fail to meet their criteria.,Identified,It does start the business after save the park if you do not receive this within 24 hours.,Identified,you do have a temporary stay cooling off period ,Unidentified,,Identified,So I just confirmed that you are of the age of 88 authorizer degree. I understand that the technical issues which I've just read to also available their website with a clear. Yes great.,
POW.001.000166,Identified,may conduct a credit check on you where a credit check fails to meet our shop's criteria.,Identified,it starts the business day after you receive your welcome back.,Identified,You have a 10 business day cooling off period during which you can cancel your sign up by contacting power shop Australia proprietory limited,Identified,Just need to let you know this call is being recorded for training and coaching purposes.,Identified,Now do you confirm you're over 18 authorized to enter into this agreement and understand and accept the terms of just read which are also in PAL shops website. Please respond with yes or no. Yes,
POW.001.000167,Identified,pal shop may conduct a credit check on you where a credit check fails to meet our shop's criteria.,Identified,it starts the business day after you receive your welcome back.,Identified,You have a 10 business day cooling off period during which you can cancel your sign up,Identified,Just need to let you know this call is being recorded for training and coaching purposes. ,Identified,Please respond with yes or no. Yes,
POW.001.000168,Identified,Shop may conduct a credit check on new credit check ,Identified,Now it starts the business day after you receive a welcome back. ,Identified,You have a 10 business day cooling off period during which you can cancel,Identified,Obviously you know this cause recorded for coaching and training purposes ,Not yet reviewed,Now you confirm your over 18 lines to enter into this agreement. Understand and accept the terms we've just read which are also in PAL shops website. Yes. Fantastic.,
POW.001.000169,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Not a sale
POW.001.000170,Identified,They may conduct a credit check and you first meet their criteria.,Identified,It starts with this itself. You save your pack if you don't receive within 24 hours.,Identified,you do have a 10 day cooling off period during which you can cancel your contact ,Identified,You know cause records quality coaching purposes. You know cause records quality coaching purposes. ,Identified,accept the terms or conditions which I've just read. Also available parishad subside with a clear so no. Yes. Fantastic.,
POW.001.000171,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000172,Identified,I wish my conduct a credit check on you were a credit check for me criteria.,Not yet reviewed, It starts the business day after you receive your welcome back.,Identified,you have a 10 business day cooling off period during which you can cancel,Identified,I'll let you know that this call is getting recorded for quality and training purposes.,Identified,accept the terms of the thread which I also observe. So can I get a clue. Yes really. Yes. ,
POW.001.000173,Unidentified,,Identified,So this is after you park we don't receive within 24 hours contact,Identified,you do have a 10 day cooling off period during which you can catch the sun ,Identified,just you know the call may be recorded for quality coaching purposes.,Unidentified,,
POW.001.000174,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000175,Identified,power shop may conduct a credit check on you where credit check fails to meet power shop's criteria power shop may cancel this contract,Identified,it starts the business day after you receive your welcome pack.,Identified,You have a 10 business day cooling off period during which you can cancel your sign up,Identified,The scores being recorded for training and coaching purposes. ,Identified,Now did you understand these terms. And can you give a clear. Yes. OK. ,
POW.001.000176,Identified,Perisher my conducts a credit check on you where a credit check felt to me a part of the criteria. So my cancel this contract,Identified,it starts the business day after you received your welcome back.,Identified,you have a 10 business day cooling off period during which you can cancel your sign up,Identified,I'll let you know that this cause getting recorded for quality and training purposes.,Identified,accept the terms of the thread. Which also post office website. Can I get copy from you because. Yes.,
POW.001.000177,Identified,conduct a credit check on you where a credit check fails to meet or shop criteria,Identified,the business day after you receive your welcome pack and if you don't receive the package within 24 hours contact the power shop,Identified,you have a 10 business day cooling off period during which you can cancel or sign up ,Unidentified,,Identified,accept the terms and conditions of this offer which are also on power shops website. Yes. Perfect.,
POW.001.000178,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000179,Unidentified,,Unidentified,,Unidentified,,Identified,I'll just say you know this calls recorded for training purposes.,Unidentified,,
POW.001.000180,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000181,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000182,Identified,Shop make a credit check on you.,Identified,It starts off as as they actually receive a welcome back.,Identified,You have a timber's a cooling off period ,Identified,Or does that you know class record for coaching and training purposes.,Unidentified,,
POW.001.000183,Identified,my conducts a credit check on you were a credit check,Identified,it starts the business day after you receive your compact. If you don't receive the packet within 24 hours contact the power shop,Identified,Yeah a 10 business day cooling off period during which you can cancel your son up,Identified,I'll let you know that this cause getting recorded for quality and training purposes.,Identified,accept the terms of the threat which are unpalatable suppose I can get a clue from you mother. Yes.,
POW.001.000184,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000185,Unidentified,,Unidentified,,Unidentified,,Identified,Please note your call will be recorded for quality and training purposes.,Unidentified,,
POW.001.000186,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000187,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000188,Identified,Shop my conduct a credit check on you where a credit check fails to meet how shops criteria,Identified,it starts the business day after you receive your welcome pack and if you don't receive the package within 24 hours contact power shop,Identified,you have a 10 business day cooling off period during which you can cancel your sign up,Unidentified,,Not yet reviewed,you are over 18 authorized to enter into this agreement and understand and accept the terms which you just read which are also on power website. Yes perfect.,
POW.001.000189,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000190,Unidentified,,Unidentified,,Unidentified,,Identified,So just before we keep going this call is being recorded for training and coaching purposes.,Unidentified,,
POW.001.000191,Unidentified,,Unidentified,,Unidentified,,Unidentified,,Unidentified,,
POW.001.000192,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000193,Identified,Penshoppe may conduct a credit check on you where credit check fails to meet power shop's criteria palace shop may cancel this contract ,Identified,it starts the business day after you receive your compact. If you don't receive the package within 24 hours contact power shop,Identified,You have a 10 business day cooling off period during which you can cancel your flight,Identified,This call is being recorded for training and coaching purposes.,Identified,accept the terms we've just read which are also uncowed shots. So please respond with yes or no. Yes.,
POW.001.000194,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000195,Identified,They may conduct a credit check on you if you fail to meet their criteria. They may cancel the contract,Identified,It starts a business after save the park. If you don't receive this within 24 hours contact,Identified,Don't you ever tempted this day cooling off period during which you can cancel the sign up,Identified,If you don't mind I just you know the call may be called for coaching purposes. ,Identified,accept the terms of conditions which I've just written. Also available in power shops website with a clear sonora. Yep no worries ,
POW.001.000196,Identified,Parasite may conduct a credit check on you where a critic fails to meet part of the criteria. Pass on my cancel this contract,Identified,It starts the business day after you receive your welcome back.,Identified,You have 10 business day cooling off period during which you can cancel your son up,Identified,I let you know that is calls getting recorded for quality and training purposes.,Identified,understand and accept the terms of the threat which are also part of service. Can I get a clue from you. Yes.,
POW.001.000197,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000198,Identified,Penshoppe may conduct a credit check on you where credit check fails to meet pal shop's criteria. Power shop may cancel this contract,Identified,it starts the business day after you receive your compact. If you don't receive the pack within 24 hours contact colour shop,Identified,You have a 10 business day cooling off period during which you can cancel your sign up,Unidentified,,Unidentified,,
POW.001.000199,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,Not yet reviewed,,
POW.001.000200,Identified,Parish conducts a credit check on you. We're a credit check fails to meet paratroops criteria,Identified,it starts the business day after you received your welcome back. If you don't receive the packet within 24 hours contact a shop,Identified,You have a 10 business day cooling off period during which you can cancel your son up a contract,Identified,I'll let you know that this call is getting recorded for quality and training purposes.,Unidentified,,
